"TIME","GEO","UNIT","NA_ITEM","Value"
"2009","Switzerland","Current prices, PPS per capita","Individual consumption expenditure of general government","2,400"
"2009","Switzerland","Current prices, PPS per capita","Collective consumption expenditure of general government","1,900"
"2009","Switzerland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","54,900"
"2009","Switzerland","Chain linked volumes (2010), euro per capita","Final consumption expenditure","36,300"
"2009","Switzerland","Chain linked volumes (2010), euro per capita","Final consumption expenditure of general government","6,000"
"2009","Switzerland","Chain linked volumes (2010), euro per capita","Individual consumption expenditure of general government","3,400"
"2009","Switzerland","Chain linked volumes (2010), euro per capita","Collective consumption expenditure of general government","2,600"
"2009","Switzerland","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices","98.1"
"2009","Switzerland","Chain linked volumes, Index 2010=100, per capita","Final consumption expenditure","99.7"
"2009","Switzerland","Chain linked volumes, Index 2010=100, per capita","Final consumption expenditure of general government","100.8"
"2009","Switzerland","Chain linked volumes, Index 2010=100, per capita","Individual consumption expenditure of general government","100.8"
"2009","Switzerland","Chain linked volumes, Index 2010=100, per capita","Collective consumption expenditure of general government","100.8"
"2009","Former Yugoslav Republic of Macedonia, the","Current prices, euro per capita","Gross domestic product at market prices","3,300"
"2009","Former Yugoslav Republic of Macedonia, the","Current prices, euro per capita","Final consumption expenditure","3,200"
"2009","Former Yugoslav Republic of Macedonia, the","Current prices, euro per capita","Final consumption expenditure of general government","600"
"2009","Former Yugoslav Republic of Macedonia, the","Current prices, euro per capita","Individual consumption expenditure of general government","300"
"2009","Former Yugoslav Republic of Macedonia, the","Current prices, euro per capita","Collective consumption expenditure of general government","400"
"2009","Former Yugoslav Republic of Macedonia, the","Current prices, units of national currency per capita","Gross domestic product at market prices","202,200"
"2009","Former Yugoslav Republic of Macedonia, the","Current prices, units of national currency per capita","Final consumption expenditure","193,700"
"2009","Former Yugoslav Republic of Macedonia, the","Current prices, units of national currency per capita","Final consumption expenditure of general government","38,600"
"2009","Former Yugoslav Republic of Macedonia, the","Current prices, units of national currency per capita","Individual consumption expenditure of general government","16,900"
"2009","Former Yugoslav Republic of Macedonia, the","Current prices, units of national currency per capita","Collective consumption expenditure of general government","21,700"
"2009","Former Yugoslav Republic of Macedonia, the","Current prices, PPS per capita","Gross domestic product at market prices","8,400"
"2009","Former Yugoslav Republic of Macedonia, the","Current prices, PPS per capita","Final consumption expenditure","8,000"
"2009","Former Yugoslav Republic of Macedonia, the","Current prices, PPS per capita","Final consumption expenditure of general government","1,600"
"2009","Former Yugoslav Republic of Macedonia, the","Current prices, PPS per capita","Individual consumption expenditure of general government","700"
"2009","Former Yugoslav Republic of Macedonia, the","Current prices, PPS per capita","Collective consumption expenditure of general government","900"
"2009","Former Yugoslav Republic of Macedonia, the","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","3,400"
"2009","Former Yugoslav Republic of Macedonia, the","Chain linked volumes (2010), euro per capita","Final consumption expenditure","3,200"
"2009","Former Yugoslav Republic of Macedonia, the","Chain linked volumes (2010), euro per capita","Final consumption expenditure of general government","700"
"2009","Former Yugoslav Republic of Macedonia, the","Chain linked volumes (2010), euro per capita","Individual consumption expenditure of general government",":"
"2009","Former Yugoslav Republic of Macedonia, the","Chain linked volumes (2010), euro per capita","Collective consumption expenditure of general government",":"
"2009","Former Yugoslav Republic of Macedonia, the","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices","97.0"
"2009","Former Yugoslav Republic of Macedonia, the","Chain linked volumes, Index 2010=100, per capita","Final consumption expenditure","98.0"
"2009","Former Yugoslav Republic of Macedonia, the","Chain linked volumes, Index 2010=100, per capita","Final consumption expenditure of general government","104.0"
"2009","Former Yugoslav Republic of Macedonia, the","Chain linked volumes, Index 2010=100, per capita","Individual consumption expenditure of general government",":"
