"TIME","GEO","SEX","AGE","UNIT","REASON","Value","Flag and Footnotes"
"2008","Lithuania","Males","From 20 to 29 years","Percentage","Looking after children or incapacitated adults",":",""
"2008","Lithuania","Males","From 20 to 29 years","Percentage","In education or training",":","u"
"2008","Lithuania","Males","From 20 to 29 years","Percentage","Other",":","u"
"2008","Lithuania","Males","From 25 to 29 years","Percentage","Could not find a full-time job",":","c"
"2008","Lithuania","Males","From 25 to 29 years","Percentage","Own illness or disability",":","u"
"2008","Lithuania","Males","From 25 to 29 years","Percentage","Other family or personal responsabilities",":","c"
"2008","Lithuania","Males","From 25 to 29 years","Percentage","Looking after children or incapacitated adults",":",""
"2008","Lithuania","Males","From 25 to 29 years","Percentage","In education or training",":","c"
"2008","Lithuania","Males","From 25 to 29 years","Percentage","Other",":","u"
"2008","Lithuania","Females","From 15 to 19 years","Percentage","Could not find a full-time job",":","u"
"2008","Lithuania","Females","From 15 to 19 years","Percentage","Own illness or disability",":",""
"2008","Lithuania","Females","From 15 to 19 years","Percentage","Other family or personal responsabilities",":",""
"2008","Lithuania","Females","From 15 to 19 years","Percentage","Looking after children or incapacitated adults",":",""
"2008","Lithuania","Females","From 15 to 19 years","Percentage","In education or training",":","u"
"2008","Lithuania","Females","From 15 to 19 years","Percentage","Other",":","u"
"2008","Lithuania","Females","From 15 to 24 years","Percentage","Could not find a full-time job",":","u"
"2008","Lithuania","Females","From 15 to 24 years","Percentage","Own illness or disability",":","c"
"2008","Lithuania","Females","From 15 to 24 years","Percentage","Other family or personal responsabilities",":","c"
"2008","Lithuania","Females","From 15 to 24 years","Percentage","Looking after children or incapacitated adults",":","c"
"2008","Lithuania","Females","From 15 to 24 years","Percentage","In education or training",":","u"
"2008","Lithuania","Females","From 15 to 24 years","Percentage","Other",":","u"
"2008","Lithuania","Females","From 15 to 29 years","Percentage","Could not find a full-time job",":","u"
"2008","Lithuania","Females","From 15 to 29 years","Percentage","Own illness or disability",":","u"
"2008","Lithuania","Females","From 15 to 29 years","Percentage","Other family or personal responsabilities",":","u"
"2008","Lithuania","Females","From 15 to 29 years","Percentage","Looking after children or incapacitated adults",":","u"
"2008","Lithuania","Females","From 15 to 29 years","Percentage","In education or training",":","u"
"2008","Lithuania","Females","From 15 to 29 years","Percentage","Other",":","u"
"2008","Lithuania","Females","From 20 to 24 years","Percentage","Could not find a full-time job",":","u"
"2008","Lithuania","Females","From 20 to 24 years","Percentage","Own illness or disability",":","c"
"2008","Lithuania","Females","From 20 to 24 years","Percentage","Other family or personal responsabilities",":","c"
"2008","Lithuania","Females","From 20 to 24 years","Percentage","Looking after children or incapacitated adults",":","c"
"2008","Lithuania","Females","From 20 to 24 years","Percentage","In education or training",":","u"
"2008","Lithuania","Females","From 20 to 24 years","Percentage","Other",":","u"
"2008","Lithuania","Females","From 20 to 29 years","Percentage","Could not find a full-time job",":","u"
"2008","Lithuania","Females","From 20 to 29 years","Percentage","Own illness or disability",":","u"
"2008","Lithuania","Females","From 20 to 29 years","Percentage","Other family or personal responsabilities",":","u"
"2008","Lithuania","Females","From 20 to 29 years","Percentage","Looking after children or incapacitated adults",":","u"
"2008","Lithuania","Females","From 20 to 29 years","Percentage","In education or training",":","u"
"2008","Lithuania","Females","From 20 to 29 years","Percentage","Other",":","u"
"2008","Lithuania","Females","From 25 to 29 years","Percentage","Could not find a full-time job",":","u"
"2008","Lithuania","Females","From 25 to 29 years","Percentage","Own illness or disability",":","c"
"2008","Lithuania","Females","From 25 to 29 years","Percentage","Other family or personal responsabilities",":","u"
"2008","Lithuania","Females","From 25 to 29 years","Percentage","Looking after children or incapacitated adults",":","u"
"2008","Lithuania","Females","From 25 to 29 years","Percentage","In education or training",":","u"
"2008","Lithuania","Females","From 25 to 29 years","Percentage","Other",":","u"
"2008","Luxembourg","Total","From 15 to 19 years","Percentage","Could not find a full-time job",":","u"
"2008","Luxembourg","Total","From 15 to 19 years","Percentage","Own illness or disability",":",""
"2008","Luxembourg","Total","From 15 to 19 years","Percentage","Other family or personal responsabilities",":",""
"2008","Luxembourg","Total","From 15 to 19 years","Percentage","Looking after children or incapacitated adults",":",""
"2008","Luxembourg","Total","From 15 to 19 years","Percentage","In education or training",":","c"
"2008","Luxembourg","Total","From 15 to 19 years","Percentage","Other",":",""
"2008","Luxembourg","Total","From 15 to 24 years","Percentage","Could not find a full-time job",":","u"
"2008","Luxembourg","Total","From 15 to 24 years","Percentage","Own illness or disability",":",""
"2008","Luxembourg","Total","From 15 to 24 years","Percentage","Other family or personal responsabilities",":","c"
"2008","Luxembourg","Total","From 15 to 24 years","Percentage","Looking after children or incapacitated adults",":","u"
"2008","Luxembourg","Total","From 15 to 24 years","Percentage","In education or training",":","u"
"2008","Luxembourg","Total","From 15 to 24 years","Percentage","Other",":","c"
"2008","Luxembourg","Total","From 15 to 29 years","Percentage","Could not find a full-time job","31.2","u"
"2008","Luxembourg","Total","From 15 to 29 years","Percentage","Own illness or disability",":",""
"2008","Luxembourg","Total","From 15 to 29 years","Percentage","Other family or personal responsabilities","22.3","u"
"2008","Luxembourg","Total","From 15 to 29 years","Percentage","Looking after children or incapacitated adults","30.4","u"
"2008","Luxembourg","Total","From 15 to 29 years","Percentage","In education or training",":","u"
"2008","Luxembourg","Total","From 15 to 29 years","Percentage","Other",":","u"
"2008","Luxembourg","Total","From 20 to 24 years","Percentage","Could not find a full-time job",":","u"
"2008","Luxembourg","Total","From 20 to 24 years","Percentage","Own illness or disability",":",""
"2008","Luxembourg","Total","From 20 to 24 years","Percentage","Other family or personal responsabilities",":","c"
"2008","Luxembourg","Total","From 20 to 24 years","Percentage","Looking after children or incapacitated adults",":","u"
"2008","Luxembourg","Total","From 20 to 24 years","Percentage","In education or training",":","c"
"2008","Luxembourg","Total","From 20 to 24 years","Percentage","Other",":","c"
"2008","Luxembourg","Total","From 20 to 29 years","Percentage","Could not find a full-time job","28.8","u"
"2008","Luxembourg","Total","From 20 to 29 years","Percentage","Own illness or disability",":",""
"2008","Luxembourg","Total","From 20 to 29 years","Percentage","Other family or personal responsabilities","24.1","u"
"2008","Luxembourg","Total","From 20 to 29 years","Percentage","Looking after children or incapacitated adults","32.9","u"
"2008","Luxembourg","Total","From 20 to 29 years","Percentage","In education or training",":","u"
"2008","Luxembourg","Total","From 20 to 29 years","Percentage","Other",":","u"
"2008","Luxembourg","Total","From 25 to 29 years","Percentage","Could not find a full-time job","30.2","u"
"2008","Luxembourg","Total","From 25 to 29 years","Percentage","Own illness or disability",":",""
"2008","Luxembourg","Total","From 25 to 29 years","Percentage","Other family or personal responsabilities","29.9","u"
"2008","Luxembourg","Total","From 25 to 29 years","Percentage","Looking after children or incapacitated adults","29.7","u"
"2008","Luxembourg","Total","From 25 to 29 years","Percentage","In education or training",":","c"
"2008","Luxembourg","Total","From 25 to 29 years","Percentage","Other",":","u"
"2008","Luxembourg","Males","From 15 to 19 years","Percentage","Could not find a full-time job",":","c"
"2008","Luxembourg","Males","From 15 to 19 years","Percentage","Own illness or disability",":",""
"2008","Luxembourg","Males","From 15 to 19 years","Percentage","Other family or personal responsabilities",":",""
"2008","Luxembourg","Males","From 15 to 19 years","Percentage","Looking after children or incapacitated adults",":",""
"2008","Luxembourg","Males","From 15 to 19 years","Percentage","In education or training",":","c"
"2008","Luxembourg","Males","From 15 to 19 years","Percentage","Other",":",""
"2008","Luxembourg","Males","From 15 to 24 years","Percentage","Could not find a full-time job",":","u"
"2008","Luxembourg","Males","From 15 to 24 years","Percentage","Own illness or disability",":",""
"2008","Luxembourg","Males","From 15 to 24 years","Percentage","Other family or personal responsabilities",":",""
"2008","Luxembourg","Males","From 15 to 24 years","Percentage","Looking after children or incapacitated adults",":",""
"2008","Luxembourg","Males","From 15 to 24 years","Percentage","In education or training",":","c"
"2008","Luxembourg","Males","From 15 to 24 years","Percentage","Other",":",""
"2008","Luxembourg","Males","From 15 to 29 years","Percentage","Could not find a full-time job",":","u"
"2008","Luxembourg","Males","From 15 to 29 years","Percentage","Own illness or disability",":",""
"2008","Luxembourg","Males","From 15 to 29 years","Percentage","Other family or personal responsabilities",":","c"
"2008","Luxembourg","Males","From 15 to 29 years","Percentage","Looking after children or incapacitated adults",":",""
"2008","Luxembourg","Males","From 15 to 29 years","Percentage","In education or training",":","c"
"2008","Luxembourg","Males","From 15 to 29 years","Percentage","Other",":","c"
"2008","Luxembourg","Males","From 20 to 24 years","Percentage","Could not find a full-time job",":","c"
"2008","Luxembourg","Males","From 20 to 24 years","Percentage","Own illness or disability",":",""
"2008","Luxembourg","Males","From 20 to 24 years","Percentage","Other family or personal responsabilities",":",""
"2008","Luxembourg","Males","From 20 to 24 years","Percentage","Looking after children or incapacitated adults",":",""
"2008","Luxembourg","Males","From 20 to 24 years","Percentage","In education or training",":","c"
"2008","Luxembourg","Males","From 20 to 24 years","Percentage","Other",":",""
"2008","Luxembourg","Males","From 20 to 29 years","Percentage","Could not find a full-time job",":","u"
"2008","Luxembourg","Males","From 20 to 29 years","Percentage","Own illness or disability",":",""
"2008","Luxembourg","Males","From 20 to 29 years","Percentage","Other family or personal responsabilities",":","c"
"2008","Luxembourg","Males","From 20 to 29 years","Percentage","Looking after children or incapacitated adults",":",""
"2008","Luxembourg","Males","From 20 to 29 years","Percentage","In education or training",":","c"
